Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
94,2015-06-22,Weekly,37115.18,35571.0,"recent 12-week average demand, recent 4-week weighted trend, number of open days","sales four weeks ago, weekend days, PromoInterval_none","Weekly demand forecast: 37,115 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 4-week weighted trend, number of open days. Main factors reducing the forecast: sales four weeks ago, weekend days, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-06-29,Weekly,52649.33,55597.0,"promotion activity, same week last year, month-start timing","recent 4-week demand volatility, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 52,649 sales units. Main factors increasing the forecast: promotion activity, same week last year, month-start timing. Main factors reducing the forecast: recent 4-week demand volatility, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
94,2015-07-06,Weekly,37666.16,39045.0,"recent 12-week average demand, number of open days, recent 4-week average demand","recent 8-week demand volatility, PromoInterval_none, long-term promotion participation","Weekly demand forecast: 37,666 sales units. Main factors increasing the forecast: recent 12-week average demand, number of open days, recent 4-week average demand. Main factors reducing the forecast: recent 8-week demand volatility, PromoInterval_none, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-07-13,Weekly,51645.98,49993.0,"promotion activity, recent 12-week average demand, recent 4-week average demand","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 51,646 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 4-week average demand. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
94,2015-07-20,Weekly,37033.79,33217.0,"recent 12-week average demand, recent 4-week average demand, number of open days","Year, Assortment_b, PromoInterval_none","Weekly demand forecast: 37,034 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 4-week average demand, number of open days. Main factors reducing the forecast: Year, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-07-27,Weekly,45049.35,44151.0,"promotion activity, recent 4-week average demand, recent 12-week average demand","Promo2SinceYear, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 45,049 sales units. Main factors increasing the forecast: promotion activity, recent 4-week average demand, recent 12-week average demand. Main factors reducing the forecast: Promo2SinceYear, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-05-04,Weekly,48178.55,47911.0,"promotion activity, same week last year, week of year","StoreType_c, PromoInterval_none, Assortment_b","Weekly demand forecast: 48,179 sales units. Main factors increasing the forecast: promotion activity, same week last year, week of year. Main factors reducing the forecast: StoreType_c, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-05-11,Weekly,31803.84,31230.0,"recent 12-week average demand, recent 4-week average demand, recent 4-week weighted trend","Assortment_b, quarter of year, PromoInterval_none","Weekly demand forecast: 31,804 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 4-week average demand, recent 4-week weighted trend. Main factors reducing the forecast: Assortment_b, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-05-18,Weekly,45973.66,47411.0,"promotion activity, same week last year, time since last promotion","Year, PromoInterval_none, StoreType_c","Weekly demand forecast: 45,974 sales units. Main factors increasing the forecast: promotion activity, same week last year, time since last promotion. Main factors reducing the forecast: Year, PromoInterval_none, StoreType_c. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-05-25,Weekly,30887.77,28647.0,"recent 12-week average demand, week of year, recent 4-week average demand","Assortment_b, PromoInterval_none, quarter of year","Weekly demand forecast: 30,888 sales units. Main factors increasing the forecast: recent 12-week average demand, week of year, recent 4-week average demand. Main factors reducing the forecast: Assortment_b, PromoInterval_none, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-06-01,Weekly,51894.62,48535.0,"promotion activity, same week last year, state holiday period","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 51,895 sales units. Main factors increasing the forecast: promotion activity, same week last year, state holiday period. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
95,2015-06-08,Weekly,32178.81,35124.0,"number of open days, recent 12-week average demand, recent 4-week weighted trend","Assortment_b, recent 8-week demand volatility, PromoInterval_none","Weekly demand forecast: 32,179 sales units. Main factors increasing the forecast: number of open days, recent 12-week average demand, recent 4-week weighted trend. Main factors reducing the forecast: Assortment_b, recent 8-week demand volatility, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-06-15,Weekly,49960.84,47639.0,"promotion activity, same week last year, time since last promotion","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 49,961 sales units. Main factors increasing the forecast: promotion activity, same week last year, time since last promotion. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-06-22,Weekly,33592.45,33553.0,"number of open days, recent 12-week average demand, recent 4-week weighted trend","quarter of year, Assortment_b, PromoInterval_none","Weekly demand forecast: 33,592 sales units. Main factors increasing the forecast: number of open days, recent 12-week average demand, recent 4-week weighted trend. Main factors reducing the forecast: quarter of year, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-06-29,Weekly,51280.45,49926.0,"promotion activity, same week last year, month-start timing","quarter of year, PromoInterval_none, Assortment_b","Weekly demand forecast: 51,280 sales units. Main factors increasing the forecast: promotion activity, same week last year, month-start timing. Main factors reducing the forecast: quarter of year, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
95,2015-07-06,Weekly,34450.57,35859.0,"number of open days, recent 12-week average demand, week of year","Assortment_b, quarter of year, PromoInterval_none","Weekly demand forecast: 34,451 sales units. Main factors increasing the forecast: number of open days, recent 12-week average demand, week of year. Main factors reducing the forecast: Assortment_b, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-07-13,Weekly,47300.36,46335.0,"promotion activity, same week last year, time since last promotion","quarter of year, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 47,300 sales units. Main factors increasing the forecast: promotion activity, same week last year, time since last promotion. Main factors reducing the forecast: quarter of year, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-07-20,Weekly,33267.71,33339.0,"number of open days, recent 12-week average demand, recent 4-week weighted trend","Assortment_b, quarter of year, PromoInterval_none","Weekly demand forecast: 33,268 sales units. Main factors increasing the forecast: number of open days, recent 12-week average demand, recent 4-week weighted trend. Main factors reducing the forecast: Assortment_b, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
95,2015-07-27,Weekly,41785.69,43987.0,"promotion activity, same week last year, recent 4-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b","Weekly demand forecast: 41,786 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 4-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
96,2015-05-04,Weekly,36644.38,37130.0,"promotion activity, week of year, number of open days","PromoInterval_Mar,Jun,Sept,Dec, sales eight weeks ago, Year","Weekly demand forecast: 36,644 sales units. Main factors increasing the forecast: promotion activity, week of year, number of open days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, sales eight weeks ago, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
96,2015-05-11,Weekly,22346.8,24229.0,"competition proximity, school holiday period, sales two periods ago","weekend days, Assortment_b, quarter of year","Weekly demand forecast: 22,347 sales units. Main factors increasing the forecast: competition proximity, school holiday period, sales two periods ago. Main factors reducing the forecast: weekend days, Assortment_b, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
96,2015-05-18,Weekly,35053.45,34996.0,"promotion activity, time since last promotion, number of open days","Year, state holiday period, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 35,053 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: Year, state holiday period, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
