Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
139,2015-06-15,Weekly,42776.61,"promotion activity, time since previous promotion, number of open days","sales fifty-two weeks ago, recent 8-week weighted sales trend, recent 12-week average sales","Weekly predicted sales: 42,777. Main factors increasing the model prediction: promotion activity, time since previous promotion, number of open days. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 8-week weighted sales trend, recent 12-week average sales."
139,2015-06-22,Weekly,31422.55,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 31,423. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
139,2015-06-29,Weekly,44851.06,"promotion activity, month-start timing, number of open days","sales fifty-two weeks ago, recent 8-week weighted sales trend, recent 12-week average sales","Weekly predicted sales: 44,851. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 8-week weighted sales trend, recent 12-week average sales."
139,2015-07-06,Weekly,33252.04,"number of open days, week of year, recent 12-week average sales","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 33,252. Main factors increasing the model prediction: number of open days, week of year, recent 12-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
139,2015-07-13,Weekly,44203.16,"promotion activity, recent 4-week average sales, time since previous promotion","recent 8-week weighted sales trend, sales fifty-two weeks ago, week of year","Weekly predicted sales: 44,203. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, time since previous promotion. Main factors decreasing the model prediction: recent 8-week weighted sales trend, sales fifty-two weeks ago, week of year."
139,2015-07-20,Weekly,31185.85,"number of open days, school holiday period, recent 12-week sales variability","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 31,186. Main factors increasing the model prediction: number of open days, school holiday period, recent 12-week sales variability. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
139,2015-07-27,Weekly,43997.6,"promotion activity, month-end timing, time progression","weekend days, recent 8-week weighted sales trend, number of open days","Weekly predicted sales: 43,998. Main factors increasing the model prediction: promotion activity, month-end timing, time progression. Main factors decreasing the model prediction: weekend days, recent 8-week weighted sales trend, number of open days."
140,2015-05-04,Weekly,52112.96,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, time since previous promotion","Weekly predicted sales: 52,113. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, time since previous promotion."
140,2015-05-11,Weekly,35752.43,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 35,752. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
140,2015-05-18,Weekly,49286.59,"promotion activity, recent 12-week average sales, recent 4-week average sales","week of year, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 49,287. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, recent 4-week average sales. Main factors decreasing the model prediction: week of year, sales fifty-two weeks ago, recent 8-week weighted sales trend."
140,2015-05-25,Weekly,34649.18,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 34,649. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
140,2015-06-01,Weekly,51487.71,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","number of open days, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 51,488. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: number of open days, recent 8-week weighted sales trend, calendar year."
140,2015-06-08,Weekly,36929.69,"recent 12-week average sales, number of open days, week of year","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 36,930. Main factors increasing the model prediction: recent 12-week average sales, number of open days, week of year. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
140,2015-06-15,Weekly,51006.49,"promotion activity, recent 12-week average sales, recent 4-week average sales","sales fifty-two weeks ago, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 51,006. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, recent 4-week average sales. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 8-week weighted sales trend, calendar year."
140,2015-06-22,Weekly,38367.12,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 38,367. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
